Case_127,Rater01,Pass,"",2022-08-02T22:26:25Z
Case_127,Rater08,Pass,"",2022-08-04T14:02:20Z
Case_127,Rater05,Fail,X-Rot (LR); Orbitofrontal/Eyes. X-Rot (LR); Cerebellum/Tentorium,2022-08-05T00:43:29Z
Case_127,Rater02,Fail,X-Rot (LR); Orbitofrontal/Eyes,2022-08-05T23:06:21Z
Case_127,Rater06,Fail,"",2022-08-05T23:29:22Z
Case_127,Rater03,Warning,Z-Scale (IS); Small,2022-08-07T21:39:56Z
Case_127,Rater07,Pass,"",2022-08-08T17:24:15Z
Case_127,Rater04,Fail,X-Rot (LR); Orbitofrontal/Eyes,2022-08-09T00:16:46Z
Case_27,Rater01,Pass,"",2022-08-02T22:34:42Z
Case_27,Rater08,Fail,Y-Scale (AP); Big; Frontal,2022-08-04T14:12:06Z
Case_27,Rater05,Pass,X-Rot (LR); Orbitofrontal/Eyes,2022-08-05T01:06:34Z
Case_27,Rater02,Pass,Z-Scale (IS); Big,2022-08-05T23:40:20Z
Case_27,Rater02,Warning,Z-Scale (IS); Big,2022-08-08T00:57:47Z
Case_27,Rater06,Pass,X-Rot (LR); Cerebellum/Tentorium,2022-08-06T00:12:44Z
Case_27,Rater03,Warning,Z-Scale (IS); Big,2022-08-07T21:49:57Z
Case_27,Rater07,Pass,"",2022-08-08T17:34:00Z
Case_27,Rater04,Pass,X-Rot (LR); Cerebellum/Tentorium,2022-08-12T22:26:21Z
Case_104,Rater01,Fail,X-Rot (LR); Orbitofrontal/Eyes,2022-08-02T22:19:05Z
Case_104,Rater08,Fail,X-Rot (LR); Orbitofrontal/Eyes. X-Rot (LR); Cerebellum/Tentorium,2022-08-04T13:49:50Z
Case_104,Rater05,Fail,X-Rot (LR); Orbitofrontal/Eyes,2022-08-05T00:23:26Z
Case_104,Rater06,Fail,X-Rot (LR); Orbitofrontal/Eyes,2022-08-05T18:46:49Z
Case_104,Rater02,Fail,X-Rot (LR); Orbitofrontal/Eyes,2022-08-05T21:45:56Z
Case_104,Rater03,Warning,X-Rot (LR); Cerebellum/Tentorium,2022-08-07T21:21:35Z
Case_104,Rater07,Warning,X-Rot (LR); Orbitofrontal/Eyes,2022-08-08T16:12:21Z
Case_104,Rater04,Fail,X-Rot (LR); Orbitofrontal/Eyes,2022-08-08T23:56:56Z
Case_20,Rater01,Fail,Z-Scale (IS); Big,2022-08-02T22:32:31Z
Case_20,Rater08,Fail,Z-Scale (IS); Big,2022-08-04T14:10:18Z
Case_20,Rater05,Fail,Z-Scale (IS); Big,2022-08-05T01:04:23Z
Case_20,Rater02,Fail,Z-Scale (IS); Big,2022-08-05T23:27:56Z
Case_20,Rater06,Fail,Z-Scale (IS); Big,2022-08-06T00:10:17Z
Case_20,Rater03,Fail,"",2022-08-07T21:47:33Z
Case_20,Rater07,Fail,Z-Scale (IS); Small,2022-08-08T19:20:42Z
Case_20,Rater04,Fail,Z-Scale (IS); Big,2022-08-12T22:19:42Z
Case_95,Rater01,Pass,"",2022-08-02T22:48:11Z
Case_95,Rater08,Fail,Z-Scale (IS); Big,2022-08-04T14:27:09Z
Case_95,Rater05,Pass,X-Rot (LR); Cerebellum/Tentorium,2022-08-05T01:21:14Z
Case_95,Rater06,Fail,X-Rot (LR); Cerebellum/Tentorium,2022-08-06T00:42:46Z
Case_95,Rater06,Pass,X-Rot (LR); Cerebellum/Tentorium,2022-08-08T15:13:19Z
Case_95,Rater02,Warning,X-Rot (LR); Cerebellum/Tentorium,2022-08-06T21:41:24Z
Case_95,Rater02,Fail,X-Rot (LR); Cerebellum/Tentorium,2022-08-08T01:16:02Z
Case_95,Rater03,Warning,Y-Scale (AP); Big; Occipital. Y-Scale (AP); Big; Frontal. Z-Scale (IS); Big,2022-08-07T20:50:50Z
Case_95,Rater07,Fail,Y-Scale (AP); Small; Occipital. Z-Scale (IS); Small,2022-08-08T18:14:11Z
Case_95,Rater04,Fail,X-Rot (LR); Cerebellum/Tentorium. X-Scale (LR); Small,2022-08-12T23:03:09Z
Case_103,Rater05,Pass,"",2022-08-01T19:35:09Z
Case_103,Rater01,Warning,X-Rot (LR); Cerebellum/Tentorium,2022-08-02T22:18:35Z
Case_103,Rater01,Pass,X-Rot (LR); Cerebellum/Tentorium,2022-08-02T22:51:21Z
Case_103,Rater08,Fail,Z-Scale (IS); Big,2022-08-04T13:49:16Z
Case_103,Rater06,Fail,X-Rot (LR); Cerebellum/Tentorium,2022-08-05T17:28:26Z
Case_103,Rater06,Fail,X-Rot (LR); Cerebellum/Tentorium,2022-08-08T13:33:28Z
Case_103,Rater02,Fail,X-Rot (LR); Cerebellum/Tentorium,2022-08-05T21:43:31Z
Case_103,Rater02,Fail,X-Rot (LR); Cerebellum/Tentorium,2022-08-05T21:43:41Z
Case_103,Rater03,Fail,Z-Scale (IS); Big,2022-08-07T21:21:04Z
Case_103,Rater07,Warning,X-Scale (LR); Small. Y-Scale (AP); Small; Occipital,2022-08-08T16:11:50Z
Case_103,Rater04,Fail,X-Rot (LR); Cerebellum/Tentorium. X-Scale (LR); Small. Y-Scale (AP); Small; Occipital,2022-08-08T23:54:19Z
Case_107,Rater01,Pass,"",2022-08-02T22:20:01Z
Case_107,Rater08,Pass,"",2022-08-04T13:51:18Z
Case_107,Rater05,Pass,"",2022-08-05T00:25:27Z
Case_107,Rater06,Pass,Z-Scale (IS); Big,2022-08-05T18:56:13Z
Case_107,Rater02,Pass,Z-Scale (IS); Big,2022-08-05T21:47:39Z
Case_107,Rater03,Pass,"",2022-08-07T21:22:42Z
Case_107,Rater07,Warning,"",2022-08-08T16:55:38Z
Case_107,Rater04,Pass,Z-Scale (IS); Small,2022-08-09T00:01:29Z
Case_90,Rater01,Pass,"",2022-08-02T22:47:16Z
Case_90,Rater08,Pass,"",2022-08-04T14:26:29Z
Case_90,Rater05,Pass,"",2022-08-05T01:19:52Z
Case_90,Rater06,Pending,also big LR. Y-Scale (AP); Big; Occipital. Y-Scale (AP); Big; Frontal,2022-08-06T00:41:53Z
Case_90,Rater06,Fail,also big LR. Y-Scale (AP); Big; Occipital. Y-Scale (AP); Big; Frontal,2022-08-06T00:41:59Z
Case_90,Rater06,Pass,also big LR. Y-Scale (AP); Big; Occipital. Y-Scale (AP); Big; Frontal,2022-08-08T15:12:16Z
Case_90,Rater02,Pass,Y-Scale (AP); Big; Occipital,2022-08-06T21:39:11Z
Case_90,Rater02,Fail,Y-Scale (AP); Big; Occipital,2022-08-08T02:54:02Z
Case_90,Rater03,Pass,Y-Scale (AP); Big; Occipital,2022-08-07T20:51:35Z
Case_90,Rater03,Warning,Y-Scale (AP); Big; Occipital,2022-08-15T03:51:40Z
Case_90,Rater07,Warning,"",2022-08-08T18:10:27Z
Case_90,Rater04,Fail,X-Rot (LR); Cerebellum/Tentorium. Y-Scale (AP); Big; Occipital,2022-08-12T23:01:00Z
Case_71,Rater01,Pass,"",2022-08-02T22:44:05Z
Case_71,Rater08,Pass,"",2022-08-04T14:22:05Z
Case_71,Rater05,Pass,"",2022-08-05T01:16:16Z
Case_71,Rater06,Fail,Y-Scale (AP); Big; Occipital,2022-08-06T00:33:23Z
Case_71,Rater06,Pass,Y-Scale (AP); Big; Occipital,2022-08-08T15:06:45Z
Case_71,Rater02,Pass,Y-Scale (AP); Big; Occipital,2022-08-06T21:32:35Z
Case_71,Rater02,Fail,Y-Scale (AP); Big; Occipital,2022-08-08T02:53:39Z
Case_71,Rater03,Warning,Y-Scale (AP); Big; Occipital,2022-08-07T22:24:16Z
Case_71,Rater07,Pending,near; . X-Scale (LR); Small. Y-Scale (AP); Small; Occipital,2022-08-08T17:57:50Z
Case_71,Rater07,Pass,near; . X-Scale (LR); Small. Y-Scale (AP); Small; Occipital,2022-08-08T17:57:53Z
Case_71,Rater07,Fail,near; . X-Scale (LR); Small. Y-Scale (AP); Small; Occipital,2022-08-08T17:58:30Z
Case_71,Rater07,Warning,near; . X-Scale (LR); Small. Y-Scale (AP); Small; Occipital,2022-08-08T19:17:37Z
Case_71,Rater04,Pass,Y-Scale (AP); Big; Occipital,2022-08-12T22:53:04Z
Case_105,Rater01,Warning,X-Rot (LR); Cerebellum/Tentorium. Z-Scale (IS); Big,2022-08-02T22:19:36Z
Case_105,Rater01,Pass,X-Rot (LR); Cerebellum/Tentorium. Z-Scale (IS); Big,2022-08-02T22:49:48Z
Case_105,Rater08,Fail,Z-Scale (IS); Big,2022-08-04T13:50:12Z
Case_105,Rater05,Fail,X-Rot (LR); Cerebellum/Tentorium,2022-08-05T00:23:57Z
Case_105,Rater06,Fail,Z-Scale (IS); Big. X-Rot (LR); Cerebellum/Tentorium,2022-08-05T18:51:44Z
Case_105,Rater02,Fail,Z-Scale (IS); Big,2022-08-05T21:46:35Z
Case_105,Rater03,Fail,Z-Scale (IS); Big,2022-08-07T21:21:57Z
Case_105,Rater07,Fail,Z-Scale (IS); Big,2022-08-08T16:13:02Z
Case_105,Rater04,Fail,X-Rot (LR); Cerebellum/Tentorium. Y-Scale (AP); Big; Frontal. Z-Scale (IS); Big,2022-08-08T23:58:10Z
Case_112,Rater01,Pass,"",2022-08-02T22:21:02Z
Case_112,Rater08,Fail,Z-Scale (IS); Big,2022-08-04T13:52:17Z
Case_112,Rater05,Fail,Z-Scale (IS); Big,2022-08-05T00:33:59Z
Case_112,Rater06,Pass,"",2022-08-05T20:58:42Z
Case_112,Rater02,Fail,Z-Scale (IS); Big. Y-Scale (AP); Big; Occipital,2022-08-05T22:34:56Z
Case_112,Rater02,Pass,Z-Scale (IS); Big. Y-Scale (AP); Big; Occipital,2022-08-08T00:36:20Z
Case_112,Rater02,Pass,Z-Scale (IS); Big. Y-Scale (AP); Big; Occipital,2022-08-08T00:36:22Z
Case_112,Rater03,Warning,Z-Scale (IS); Big,2022-08-07T21:24:25Z
Case_112,Rater07,Warning,"",2022-08-08T17:17:53Z
Case_112,Rater07,Warning,Z small (only by a little);,2022-08-08T17:18:13Z
Case_112,Rater04,Pass,"",2022-08-09T00:06:12Z
Case_2,Rater01,Pass,"",2022-08-02T22:32:22Z
Case_2,Rater08,Fail,X-Scale (LR); Small. Y-Scale (AP); Small; Occipital. Z-Scale (IS); Small,2022-08-04T14:10:07Z
Case_2,Rater05,Fail,Y-Scale (AP); Small; Occipital. Z-Scale (IS); Small,2022-08-05T01:04:09Z
Case_2,Rater02,Fail,Y-Scale (AP); Small; Occipital,2022-08-05T23:27:45Z
Case_2,Rater06,Fail,X-Rot (LR); Cerebellum/Tentorium,2022-08-06T00:10:09Z
Case_2,Rater03,Fail,Z-Scale (IS); Small,2022-08-07T21:47:28Z
Case_2,Rater07,Warning,X-Scale (LR); Small. Z-Scale (IS); Small,2022-08-08T17:30:57Z
Case_2,Rater04,Fail,X-Rot (LR); Cerebellum/Tentorium. Y-Scale (AP); Small; Occipital. Z-Scale (IS); Small,2022-08-12T22:19:01Z
Case_30,Rater01,Fail,X-Scale (LR); Small. Z-Scale (IS); Small,2022-08-02T22:35:26Z
Case_30,Rater08,Fail,X-Scale (LR); Small. Y-Scale (AP); Small; Occipital. Z-Scale (IS); Small,2022-08-04T14:13:11Z
Case_30,Rater05,Fail,Z-Scale (IS); Small,2022-08-05T01:07:46Z
Case_30,Rater02,Fail,X-Scale (LR); Small. Y-Scale (AP); Small; Occipital. Z-Scale (IS); Small,2022-08-05T23:41:49Z
Case_30,Rater06,Fail,X-Scale (LR); Small. Y-Scale (AP); Small; Occipital. Z-Scale (IS); Small,2022-08-06T00:16:38Z
Case_30,Rater03,Fail,"",2022-08-07T21:50:54Z
