Case_127,Sofia,Pass,
Case_127,vfonov,Pass,
Case_127,alexliv,Fail,X-Rot (LR); Orbitofrontal/Eyes. X-Rot (LR); Cerebellum/Tentorium
Case_127,reza,Fail,X-Rot (LR); Orbitofrontal/Eyes
Case_127,dandrews.qrater,Fail,
Case_127,Neda,Fail,Z-Scale (IS); Small
Case_127,estonge,Pass,
Case_127,vmadge,Fail,X-Rot (LR); Orbitofrontal/Eyes
Case_27,Sofia,Pass,
Case_27,vfonov,Fail,Y-Scale (AP); Big; Frontal
Case_27,alexliv,Pass,X-Rot (LR); Orbitofrontal/Eyes
Case_27,reza,Fail,Z-Scale (IS); Big
Case_27,dandrews.qrater,Pass,X-Rot (LR); Cerebellum/Tentorium
Case_27,Neda,Fail,Z-Scale (IS); Big
Case_27,estonge,Pass,
Case_27,vmadge,Pass,X-Rot (LR); Cerebellum/Tentorium
Case_104,Sofia,Fail,X-Rot (LR); Orbitofrontal/Eyes
Case_104,vfonov,Fail,X-Rot (LR); Orbitofrontal/Eyes. X-Rot (LR); Cerebellum/Tentorium
Case_104,alexliv,Fail,X-Rot (LR); Orbitofrontal/Eyes
Case_104,dandrews.qrater,Fail,X-Rot (LR); Orbitofrontal/Eyes
Case_104,reza,Fail,X-Rot (LR); Orbitofrontal/Eyes
Case_104,Neda,Fail,X-Rot (LR); Cerebellum/Tentorium
Case_104,estonge,Fail,X-Rot (LR); Orbitofrontal/Eyes
Case_104,vmadge,Fail,X-Rot (LR); Orbitofrontal/Eyes
Case_20,Sofia,Fail,Z-Scale (IS); Big
Case_20,vfonov,Fail,Z-Scale (IS); Big
Case_20,alexliv,Fail,Z-Scale (IS); Big
Case_20,reza,Fail,Z-Scale (IS); Big
Case_20,dandrews.qrater,Fail,Z-Scale (IS); Big
Case_20,Neda,Fail,
Case_20,estonge,Fail,Z-Scale (IS); Small
Case_20,vmadge,Fail,Z-Scale (IS); Big
Case_95,Sofia,Pass,
Case_95,vfonov,Fail,Z-Scale (IS); Big
Case_95,alexliv,Pass,X-Rot (LR); Cerebellum/Tentorium
Case_95,dandrews.qrater,Pass,X-Rot (LR); Cerebellum/Tentorium
Case_95,reza,Fail,X-Rot (LR); Cerebellum/Tentorium
Case_95,Neda,Fail,Y-Scale (AP); Big; Occipital. Y-Scale (AP); Big; Frontal. Z-Scale (IS); Big
Case_95,estonge,Fail,Y-Scale (AP); Small; Occipital. Z-Scale (IS); Small
Case_95,vmadge,Fail,X-Rot (LR); Cerebellum/Tentorium. X-Scale (LR); Small
Case_103,alexliv,Pass,
Case_103,Sofia,Pass,X-Rot (LR); Cerebellum/Tentorium
Case_103,vfonov,Fail,Z-Scale (IS); Big
Case_103,dandrews.qrater,Pass,X-Rot (LR); Cerebellum/Tentorium
Case_103,reza,Fail,X-Rot (LR); Cerebellum/Tentorium
Case_103,Neda,Fail,Z-Scale (IS); Big
Case_103,estonge,Fail,X-Scale (LR); Small. Y-Scale (AP); Small; Occipital
Case_103,vmadge,Fail,X-Rot (LR); Cerebellum/Tentorium. X-Scale (LR); Small. Y-Scale (AP); Small; Occipital
Case_107,Sofia,Pass,
Case_107,vfonov,Pass,
Case_107,alexliv,Pass,
Case_107,dandrews.qrater,Pass,Z-Scale (IS); Big
Case_107,reza,Fail,Z-Scale (IS); Big
Case_107,Neda,Pass,
Case_107,estonge,Pass,
Case_107,vmadge,Pass,Z-Scale (IS); Small
Case_90,Sofia,Pass,
Case_90,vfonov,Pass,
Case_90,alexliv,Pass,
Case_90,dandrews.qrater,Pass,also big LR. Y-Scale (AP); Big; Occipital. Y-Scale (AP); Big; Frontal
Case_90,reza,Fail,Y-Scale (AP); Big; Occipital
Case_90,Neda,Fail,Y-Scale (AP); Big; Occipital
Case_90,estonge,Pass,
Case_90,vmadge,Fail,X-Rot (LR); Cerebellum/Tentorium. Y-Scale (AP); Big; Occipital
Case_71,Sofia,Pass,
Case_71,vfonov,Pass,
Case_71,alexliv,Pass,
Case_71,dandrews.qrater,Pass,Y-Scale (AP); Big; Occipital
Case_71,reza,Fail,Y-Scale (AP); Big; Occipital
Case_71,Neda,Fail,Y-Scale (AP); Big; Occipital
Case_71,estonge,Pass,"near. X-Scale (LR); Small. Y-Scale (AP); Small; Occipital"
Case_71,vmadge,Pass,Y-Scale (AP); Big; Occipital
Case_105,Sofia,Pass,X-Rot (LR); Cerebellum/Tentorium. Z-Scale (IS); Big
Case_105,vfonov,Fail,Z-Scale (IS); Big
Case_105,alexliv,Fail,X-Rot (LR); Cerebellum/Tentorium
Case_105,dandrews.qrater,Fail,Z-Scale (IS); Big. X-Rot (LR); Cerebellum/Tentorium
Case_105,reza,Fail,Z-Scale (IS); Big
Case_105,Neda,Fail,Z-Scale (IS); Big
Case_105,estonge,Fail,Z-Scale (IS); Big
Case_105,vmadge,Fail,X-Rot (LR); Cerebellum/Tentorium. Y-Scale (AP); Big; Frontal. Z-Scale (IS); Big
Case_112,Sofia,Pass,
Case_112,vfonov,Fail,Z-Scale (IS); Big
Case_112,alexliv,Fail,Z-Scale (IS); Big
Case_112,dandrews.qrater,Pass,
Case_112,reza,Fail,Z-Scale (IS); Big. Y-Scale (AP); Big; Occipital
Case_112,Neda,Fail,Z-Scale (IS); Big
Case_112,estonge,Pass,"Z small (only by a little)"
Case_112,vmadge,Pass,
Case_2,Sofia,Pass,
Case_2,vfonov,Fail,X-Scale (LR); Small. Y-Scale (AP); Small; Occipital. Z-Scale (IS); Small
Case_2,alexliv,Fail,Y-Scale (AP); Small; Occipital. Z-Scale (IS); Small
Case_2,reza,Fail,Y-Scale (AP); Small; Occipital
Case_2,dandrews.qrater,Fail,X-Rot (LR); Cerebellum/Tentorium
Case_2,Neda,Fail,Z-Scale (IS); Small
Case_2,estonge,Fail,X-Scale (LR); Small. Z-Scale (IS); Small
Case_2,vmadge,Fail,X-Rot (LR); Cerebellum/Tentorium. Y-Scale (AP); Small; Occipital. Z-Scale (IS); Small
Case_30,Sofia,Fail,X-Scale (LR); Small. Z-Scale (IS); Small
Case_30,vfonov,Fail,X-Scale (LR); Small. Y-Scale (AP); Small; Occipital. Z-Scale (IS); Small
Case_30,alexliv,Fail,Z-Scale (IS); Small
Case_30,reza,Fail,X-Scale (LR); Small. Y-Scale (AP); Small; Occipital. Z-Scale (IS); Small
Case_30,dandrews.qrater,Fail,X-Scale (LR); Small. Y-Scale (AP); Small; Occipital. Z-Scale (IS); Small
Case_30,Neda,Fail,
Case_30,estonge,Fail,X-Scale (LR); Small. Y-Scale (AP); Small; Occipital. Z-Scale (IS); Small
Case_30,vmadge,Fail,X-Rot (LR); Orbitofrontal/Eyes. X-Rot (LR); Cerebellum/Tentorium. Y-Scale (AP); Small; Occipital. Z-Scale (IS); Small
Case_110,Sofia,Pass,
Case_110,vfonov,Pass,
Case_110,alexliv,Pass,
Case_110,dandrews.qrater,Pass, x-scale big in cerebellum
Case_110,reza,Pass,
Case_110,Neda,Pass,
Case_110,estonge,Pass,
Case_110,vmadge,Pass,Y-Scale (AP); Big; Occipital
Case_36,Sofia,Pass,
Case_36,vfonov,Pass,
Case_36,alexliv,Pass,
Case_36,dandrews.qrater,Fail,X-Scale (LR); Small
Case_36,reza,Pass,
Case_36,Neda,Pass,
Case_36,estonge,Pass,
Case_36,vmadge,Pass,X-Scale (LR); Small
Case_114,Sofia,Fail,Z-Scale (IS); Small
Case_114,vfonov,Fail,X-Scale (LR); Small. Y-Scale (AP); Small; Occipital. Z-Scale (IS); Small
Case_114,alexliv,Fail,X-Scale (LR); Small. Y-Scale (AP); Small; Occipital. Z-Scale (IS); Small
Case_114,dandrews.qrater,Fail,
Case_114,reza,Fail,X-Scale (LR); Small. Y-Scale (AP); Small; Occipital. Z-Scale (IS); Small
Case_114,Neda,Fail,
Case_114,estonge,Fail,X-Scale (LR); Small. Z-Scale (IS); Small
Case_114,vmadge,Fail,X-Rot (LR); Orbitofrontal/Eyes. Y-Scale (AP); Small; Occipital. Z-Scale (IS); Small
Case_23,Sofia,Pass,X-Rot (LR); Orbitofrontal/Eyes
Case_23,vfonov,Fail,X-Rot (LR); Orbitofrontal/Eyes
Case_23,alexliv,Fail,X-Rot (LR); Orbitofrontal/Eyes. X-Rot (LR); Cerebellum/Tentorium. Z-Scale (IS); Big
Case_23,reza,Fail,X-Rot (LR); Orbitofrontal/Eyes. X-Rot (LR); Cerebellum/Tentorium
Case_23,dandrews.qrater,Fail,X-Rot (LR); Orbitofrontal/Eyes
Case_23,Neda,Fail,X-Rot (LR); Orbitofrontal/Eyes. X-Rot (LR); Cerebellum/Tentorium
Case_23,estonge,Fail,X-Rot (LR); Orbitofrontal/Eyes
Case_23,vmadge,Fail,X-Rot (LR); Orbitofrontal/Eyes. X-Rot (LR); Cerebellum/Tentorium. Y-Scale (AP); Big; Occipital
Case_55,Sofia,Fail,X-Scale (LR); Small. Z-Scale (IS); Small
Case_55,vfonov,Fail,X-Scale (LR); Small. Y-Scale (AP); Small; Occipital. Z-Scale (IS); Small
Case_55,alexliv,Fail,X-Rot (LR); Orbitofrontal/Eyes. X-Rot (LR); Cerebellum/Tentorium. Z-Scale (IS); Small
Case_55,dandrews.qrater,Fail,X-Scale (LR); Small. Y-Scale (AP); Small; Occipital. Z-Scale (IS); Small
Case_55,reza,Fail,X-Scale (LR); Small. Y-Scale (AP); Small; Occipital. Z-Scale (IS); Small
Case_55,Neda,Fail,X-Rot (LR); Orbitofrontal/Eyes
Case_55,estonge,Fail,X-Scale (LR); Small. Y-Scale (AP); Small; Occipital. Z-Scale (IS); Small
Case_55,vmadge,Fail,X-Rot (LR); Orbitofrontal/Eyes. X-Rot (LR); Cerebellum/Tentorium. X-Scale (LR); Small. Y-Scale (AP); Small; Occipital. Z-Scale (IS); Small
Case_108,Sofia,Pass,
Case_108,vfonov,Fail,Z-Scale (IS); Big
Case_108,alexliv,Fail,X-Rot (LR); Orbitofrontal/Eyes. Z-Scale (IS); Big
Case_108,dandrews.qrater,Pass,Z-Scale (IS); Big. X-Rot (LR); Cerebellum/Tentorium
Case_108,reza,Fail,Z-Scale (IS); Big
Case_108,Neda,Fail,Z-Scale (IS); Big
Case_108,estonge,Fail,X-Rot (LR); Orbitofrontal/Eyes. Z-Scale (IS); Small
Case_108,vmadge,Fail,X-Rot (LR); Cerebellum/Tentorium. Y-Scale (AP); Big; Occipital
Case_39,Sofia,Pass,
Case_39,vfonov,Fail,Z-Scale (IS); Big
Case_39,alexliv,Fail,X-Rot (LR); Cerebellum/Tentorium. Y-Scale (AP); Big; Occipital. Y-Scale (AP); Big; Frontal. Z-Scale (IS); Big
Case_39,dandrews.qrater,Pass,Z-Scale (IS); Big
Case_39,reza,Fail,Z-Scale (IS); Big
Case_39,Neda,Fail,Z-Scale (IS); Big
Case_39,estonge,Fail,X-Rot (LR); Cerebellum/Tentorium. Z-Scale (IS); Small
Case_39,vmadge,Fail,X-Rot (LR); Cerebellum/Tentorium. Z-Scale (IS); Big
Case_150,Sofia,Fail,X-Rot (LR); Orbitofrontal/Eyes
Case_150,vfonov,Fail,X-Rot (LR); Orbitofrontal/Eyes. X-Rot (LR); Cerebellum/Tentorium
Case_150,alexliv,Pass,X-Rot (LR); Orbitofrontal/Eyes. X-Rot (LR); Cerebellum/Tentorium. Z-Scale (IS); Small
Case_150,reza,Fail,X-Rot (LR); Orbitofrontal/Eyes
Case_150,dandrews.qrater,Fail,
Case_150,Neda,Fail,X-Rot (LR); Cerebellum/Tentorium
Case_150,estonge,Fail,X-Rot (LR); Orbitofrontal/Eyes
Case_150,vmadge,Fail,X-Rot (LR); Orbitofrontal/Eyes. X-Rot (LR); Cerebellum/Tentorium. Y-Scale (AP); Small; Occipital
Case_54,Sofia,Fail,X-Rot (LR); Orbitofrontal/Eyes
Case_54,vfonov,Fail,
